Regione per Dettaglio;Settore;Anno;S - Consolidato SPA
Piemonte;Industria e Artigianato;2010;2897462800.0000
Piemonte;Industria e Artigianato;2011;1703655140.0000
Piemonte;Industria e Artigianato;2012;1655693500.0000
Piemonte;Industria e Artigianato;2013;1897946450.0000
Piemonte;Industria e Artigianato;2014;1779662100.0000
Piemonte;Industria e Artigianato;2015;1636399570.0000
Piemonte;Industria e Artigianato;2016;1352468130.0000
Piemonte;Industria e Artigianato;2017;1415267800.0000
Piemonte;Industria e Artigianato;2018;1608233880.0000
Piemonte;Industria e Artigianato;2019;1808147110.0000
Piemonte;Industria e Artigianato;2020;2303226630.0000
Piemonte;Industria e Artigianato;2021;2784535560.0000
Piemonte;Energia;2000;4236887700.0000
Piemonte;Energia;2001;5068358230.0000
Piemonte;Energia;2002;5239892950.0000
Piemonte;Energia;2003;6184457540.0000
Piemonte;Energia;2004;6795672200.0000
Piemonte;Energia;2005;6028776970.0000
Piemonte;Energia;2006;6978431990.0000
Piemonte;Energia;2007;7402357300.0000
Piemonte;Energia;2008;7371085880.0000
Piemonte;Energia;2009;6548655740.0000
Piemonte;Energia;2010;7062803010.0000
Piemonte;Energia;2011;8137752010.0000
Piemonte;Energia;2012;6917479820.0000
Piemonte;Energia;2013;6493089380.0000
Piemonte;Energia;2014;6840110720.0000
Piemonte;Energia;2015;6238822250.0000
Piemonte;Energia;2016;6026096320.0000
Piemonte;Energia;2017;5872491720.0000
Piemonte;Energia;2018;5959423390.0000
Piemonte;Energia;2019;6183370560.0000
Piemonte;Energia;2020;4932240140.0000
Piemonte;Energia;2021;6261441080.0000
Piemonte;Altre opere pubbliche;2000;23705170.0000
Piemonte;Altre opere pubbliche;2001;27302390.0000
Piemonte;Altre opere pubbliche;2002;35953530.0000
Piemonte;Altre opere pubbliche;2003;34146380.0000
Piemonte;Altre opere pubbliche;2004;52240440.0000
Piemonte;Altre opere pubbliche;2005;59332130.0000
Piemonte;Altre opere pubbliche;2006;79316900.0000
Piemonte;Altre opere pubbliche;2007;54421410.0000
Piemonte;Altre opere pubbliche;2008;56191260.0000
Piemonte;Altre opere pubbliche;2009;55338360.0000
Piemonte;Altre opere pubbliche;2010;50426850.0000
Piemonte;Altre opere pubbliche;2011;49411420.0000
Piemonte;Altre opere pubbliche;2012;45624340.0000
Piemonte;Altre opere pubbliche;2013;34881670.0000
Piemonte;Altre opere pubbliche;2014;30922540.0000
Piemonte;Altre opere pubbliche;2015;18506070.0000
Piemonte;Altre opere pubbliche;2016;9153000.0000
Piemonte;Altre opere pubbliche;2017;11710750.0000
Piemonte;Altre in campo economico;2000;1750773700.0000
Piemonte;Altre in campo economico;2001;2601096690.0000
Piemonte;Altre in campo economico;2002;3099372970.0000
Piemonte;Altre in campo economico;2003;1948575950.0000
Piemonte;Altre in campo economico;2004;4101277690.0000
Piemonte;Altre in campo economico;2005;1924630220.0000
Piemonte;Altre in campo economico;2006;2535151080.0000
Piemonte;Altre in campo economico;2007;1622989410.0000
Piemonte;Altre in campo economico;2008;1982659000.0000
Piemonte;Altre in campo economico;2009;2838137180.0000
Piemonte;Altre in campo economico;2010;4550604790.0000
Piemonte;Altre in campo economico;2011;6844542560.0000
Piemonte;Altre in campo economico;2012;3334299170.0000
Piemonte;Altre in campo economico;2013;5005073540.0000
Piemonte;Altre in campo economico;2014;3823899270.0000
Piemonte;Altre in campo economico;2015;3578493750.0000
Piemonte;Altre in campo economico;2016;1778486730.0000
Piemonte;Altre in campo economico;2017;2082585540.0000
Piemonte;Altre in campo economico;2018;1732018660.0000
Piemonte;Altre in campo economico;2019;3890901800.0000
Piemonte;Altre in campo economico;2020;2696966660.0000
Piemonte;Altre in campo economico;2021;1765273870.0000
Piemonte;Oneri non ripartibili;2000;3305583020.0000
Piemonte;Oneri non ripartibili;2001;3681906690.0000
Piemonte;Oneri non ripartibili;2002;3358626750.0000
Piemonte;Oneri non ripartibili;2003;2794088270.0000
Piemonte;Oneri non ripartibili;2004;2046126890.0000
Piemonte;Oneri non ripartibili;2005;3780463210.0000
Piemonte;Oneri non ripartibili;2006;3330109110.0000
Piemonte;Oneri non ripartibili;2007;2598826020.0000
Piemonte;Oneri non ripartibili;2008;5795985030.0000
Piemonte;Oneri non ripartibili;2009;3650354110.0000
Piemonte;Oneri non ripartibili;2010;3265700240.0000
Piemonte;Oneri non ripartibili;2011;3976226460.0000
Piemonte;Oneri non ripartibili;2012;5130609860.0000
Piemonte;Oneri non ripartibili;2013;5847844940.0000
Piemonte;Oneri non ripartibili;2014;4934247900.0000
Piemonte;Oneri non ripartibili;2015;4592083020.0000
Piemonte;Oneri non ripartibili;2016;4443062570.0000
Piemonte;Oneri non ripartibili;2017;4586637200.0000
Piemonte;Oneri non ripartibili;2018;4376831230.0000
Piemonte;Oneri non ripartibili;2019;4413988740.0000
Piemonte;Oneri non ripartibili;2020;4851571470.0000
Piemonte;Oneri non ripartibili;2021;5115487460.0000
Valle d'Aosta;Amministrazione Generale;2000;271932580.0000
Valle d'Aosta;Amministrazione Generale;2001;557205550.0000
Valle d'Aosta;Amministrazione Generale;2002;566564060.0000
Valle d'Aosta;Amministrazione Generale;2003;662629770.0000
Valle d'Aosta;Amministrazione Generale;2004;695362020.0000
Valle d'Aosta;Amministrazione Generale;2005;701331040.0000
Valle d'Aosta;Amministrazione Generale;2006;740525420.0000
Valle d'Aosta;Amministrazione Generale;2007;714674090.0000
Valle d'Aosta;Amministrazione Generale;2008;730641620.0000
Valle d'Aosta;Amministrazione Generale;2009;763862600.0000
Valle d'Aosta;Amministrazione Generale;2010;719733270.0000
Valle d'Aosta;Amministrazione Generale;2011;660532120.0000
Valle d'Aosta;Amministrazione Generale;2012;675117020.0000
Valle d'Aosta;Amministrazione Generale;2013;656166730.0000
Valle d'Aosta;Amministrazione Generale;2014;649356130.0000
Valle d'Aosta;Amministrazione Generale;2015;1011077850.0000
Valle d'Aosta;Amministrazione Generale;2016;603812300.0000
Valle d'Aosta;Amministrazione Generale;2017;416211340.0000
Valle d'Aosta;Amministrazione Generale;2018;491414870.0000
Valle d'Aosta;Amministrazione Generale;2019;430586760.0000
Valle d'Aosta;Amministrazione Generale;2020;422338820.0000
Valle d'Aosta;Amministrazione Generale;2021;431255870.0000
Valle d'Aosta;Difesa;2000;14722550.0000
Valle d'Aosta;Difesa;2001;12701500.0000
Valle d'Aosta;Difesa;2002;20015580.0000
Valle d'Aosta;Difesa;2003;24305140.0000
Valle d'Aosta;Difesa;2004;20997740.0000
Valle d'Aosta;Difesa;2005;21751530.0000
Valle d'Aosta;Difesa;2006;18554030.0000
Valle d'Aosta;Difesa;2007;23613980.0000
Valle d'Aosta;Difesa;2008;33912880.0000
Valle d'Aosta;Difesa;2009;35942820.0000
Valle d'Aosta;Difesa;2010;27185100.0000
Valle d'Aosta;Difesa;2011;27994380.0000
Valle d'Aosta;Difesa;2012;29663410.0000
Valle d'Aosta;Difesa;2013;31364450.0000
Valle d'Aosta;Difesa;2014;39239410.0000
Valle d'Aosta;Difesa;2015;31804650.0000
Valle d'Aosta;Difesa;2016;28468570.0000
Valle d'Aosta;Difesa;2017;35032010.0000
Valle d'Aosta;Difesa;2018;32993210.0000
Valle d'Aosta;Difesa;2019;38159290.0000
Valle d'Aosta;Difesa;2020;37994340.0000
Valle d'Aosta;Difesa;2021;32120750.0000
Valle d'Aosta;Sicurezza pubblica;2000;31709230.0000
Valle d'Aosta;Sicurezza pubblica;2001;36556480.0000
Valle d'Aosta;Sicurezza pubblica;2002;33210110.0000
Valle d'Aosta;Sicurezza pubblica;2003;34880010.0000
Valle d'Aosta;Sicurezza pubblica;2004;35697210.0000
Valle d'Aosta;Sicurezza pubblica;2005;43093410.0000
Valle d'Aosta;Sicurezza pubblica;2006;41617740.0000
Valle d'Aosta;Sicurezza pubblica;2007;47407010.0000
Valle d'Aosta;Sicurezza pubblica;2008;44130940.0000
Valle d'Aosta;Sicurezza pubblica;2009;54981750.0000
Valle d'Aosta;Sicurezza pubblica;2010;54466980.0000
Valle d'Aosta;Sicurezza pubblica;2011;60664300.0000
Valle d'Aosta;Sicurezza pubblica;2012;55796190.0000
Valle d'Aosta;Sicurezza pubblica;2013;46620840.0000
Valle d'Aosta;Sicurezza pubblica;2014;50229080.0000
Valle d'Aosta;Sicurezza pubblica;2015;39837780.0000
Valle d'Aosta;Sicurezza pubblica;2016;45514200.0000
Valle d'Aosta;Sicurezza pubblica;2017;43893740.0000
Valle d'Aosta;Sicurezza pubblica;2018;42958750.0000
Valle d'Aosta;Sicurezza pubblica;2019;52037770.0000
Valle d'Aosta;Sicurezza pubblica;2020;55240730.0000
Valle d'Aosta;Sicurezza pubblica;2021;54070820.0000
Valle d'Aosta;Giustizia;2000;9119000.0000
Valle d'Aosta;Giustizia;2001;7467030.0000
Valle d'Aosta;Giustizia;2002;11187520.0000
Valle d'Aosta;Giustizia;2003;11114520.0000
Valle d'Aosta;Giustizia;2004;11951220.0000
Valle d'Aosta;Giustizia;2005;12668250.0000
Valle d'Aosta;Giustizia;2006;11282740.0000
Valle d'Aosta;Giustizia;2007;10611360.0000
Valle d'Aosta;Giustizia;2008;11392380.0000
Valle d'Aosta;Giustizia;2009;10647280.0000
Valle d'Aosta;Giustizia;2010;11736510.0000
Valle d'Aosta;Giustizia;2011;11972950.0000
Valle d'Aosta;Giustizia;2012;11865240.0000
Valle d'Aosta;Giustizia;2013;11916830.0000
Valle d'Aosta;Giustizia;2014;11324370.0000
Valle d'Aosta;Giustizia;2015;10985350.0000
Valle d'Aosta;Giustizia;2016;10663270.0000
Valle d'Aosta;Giustizia;2017;10669600.0000
Valle d'Aosta;Giustizia;2018;11271400.0000
Valle d'Aosta;Giustizia;2019;11615480.0000
Valle d'Aosta;Giustizia;2020;11200040.0000
Valle d'Aosta;Giustizia;2021;10866290.0000
Valle d'Aosta;Istruzione;2000;114244300.0000
Valle d'Aosta;Istruzione;2001;104596440.0000
Valle d'Aosta;Istruzione;2002;101213590.0000
Valle d'Aosta;Istruzione;2003;121640210.0000
Valle d'Aosta;Istruzione;2004;107046750.0000
Valle d'Aosta;Istruzione;2005;104523220.0000
Valle d'Aosta;Istruzione;2006;111860600.0000
Valle d'Aosta;Istruzione;2007;112755600.0000
Valle d'Aosta;Istruzione;2008;128568630.0000
Valle d'Aosta;Istruzione;2009;130433490.0000
Valle d'Aosta;Istruzione;2010;109185510.0000
Valle d'Aosta;Istruzione;2011;120190090.0000
Valle d'Aosta;Istruzione;2012;110692830.0000
Valle d'Aosta;Istruzione;2013;108476430.0000
Valle d'Aosta;Istruzione;2014;123245370.0000
Valle d'Aosta;Istruzione;2015;114159640.0000
Valle d'Aosta;Istruzione;2016;113353620.0000
Valle d'Aosta;Istruzione;2017;128893130.0000
Valle d'Aosta;Istruzione;2018;132732340.0000
Valle d'Aosta;Istruzione;2019;156423910.0000
Valle d'Aosta;Istruzione;2020;165677110.0000
Valle d'Aosta;Istruzione;2021;177519060.0000
Valle d'Aosta;Formazione;2000;24183460.0000
Valle d'Aosta;Formazione;2001;25323850.0000
Valle d'Aosta;Formazione;2002;23297870.0000
Valle d'Aosta;Formazione;2003;23443200.0000
Valle d'Aosta;Formazione;2004;30408800.0000
Valle d'Aosta;Formazione;2005;25371550.0000
Valle d'Aosta;Formazione;2006;19351100.0000
Valle d'Aosta;Formazione;2007;23550190.0000
Valle d'Aosta;Formazione;2008;30324620.0000
Valle d'Aosta;Formazione;2009;20053580.0000
Valle d'Aosta;Formazione;2010;16337820.0000
Valle d'Aosta;Formazione;2011;18746610.0000
Valle d'Aosta;Formazione;2012;15565800.0000
Valle d'Aosta;Formazione;2013;16617270.0000
Valle d'Aosta;Formazione;2014;12472540.0000
Valle d'Aosta;Formazione;2015;12995910.0000
Valle d'Aosta;Formazione;2016;6670300.0000
Valle d'Aosta;Formazione;2017;5022410.0000
Valle d'Aosta;Formazione;2018;6023100.0000
Valle d'Aosta;Formazione;2019;9994940.0000
Valle d'Aosta;Formazione;2020;6445780.0000
Valle d'Aosta;Formazione;2021;7634690.0000
Valle d'Aosta;Ricerca e Sviluppo;2000;0458570.0000
Valle d'Aosta;Ricerca e Sviluppo;2001;0483900.0000
Valle d'Aosta;Ricerca e Sviluppo;2002;7892200.0000
Valle d'Aosta;Ricerca e Sviluppo;2003;0516370.0000
Valle d'Aosta;Ricerca e Sviluppo;2004;1663760.0000
Valle d'Aosta;Ricerca e Sviluppo;2005;2768550.0000
Valle d'Aosta;Ricerca e Sviluppo;2006;3157730.0000
Valle d'Aosta;Ricerca e Sviluppo;2007;17295260.0000
Valle d'Aosta;Ricerca e Sviluppo;2008;28975270.0000
Valle d'Aosta;Ricerca e Sviluppo;2009;2308440.0000
Valle d'Aosta;Ricerca e Sviluppo;2010;2218830.0000
Valle d'Aosta;Ricerca e Sviluppo;2011;23474900.0000
Valle d'Aosta;Ricerca e Sviluppo;2012;2251590.0000
Valle d'Aosta;Ricerca e Sviluppo;2013;1486760.0000
Valle d'Aosta;Ricerca e Sviluppo;2014;1432560.0000
Valle d'Aosta;Ricerca e Sviluppo;2015;1603730.0000
Valle d'Aosta;Ricerca e Sviluppo;2016;2523980.0000
Valle d'Aosta;Ricerca e Sviluppo;2017;1527840.0000
Valle d'Aosta;Ricerca e Sviluppo;2018;2176380.0000
Valle d'Aosta;Ricerca e Sviluppo;2019;2838850.0000
Valle d'Aosta;Ricerca e Sviluppo;2020;3864340.0000
Valle d'Aosta;Ricerca e Sviluppo;2021;3424330.0000
Valle d'Aosta;Cultura e servizi ricreativi;2000;105458700.0000
Valle d'Aosta;Cultura e servizi ricreativi;2001;80107410.0000
Valle d'Aosta;Cultura e servizi ricreativi;2002;72217630.0000
Valle d'Aosta;Cultura e servizi ricreativi;2003;158706410.0000
Valle d'Aosta;Cultura e servizi ricreativi;2004;200133950.0000
Valle d'Aosta;Cultura e servizi ricreativi;2005;193362870.0000
Valle d'Aosta;Cultura e servizi ricreativi;2006;190143980.0000
Valle d'Aosta;Cultura e servizi ricreativi;2007;205786300.0000
Valle d'Aosta;Cultura e servizi ricreativi;2008;211696740.0000
Valle d'Aosta;Cultura e servizi ricreativi;2009;228252160.0000
Valle d'Aosta;Cultura e servizi ricreativi;2010;359669470.0000
Valle d'Aosta;Cultura e servizi ricreativi;2011;222672910.0000
Valle d'Aosta;Cultura e servizi ricreativi;2012;296660030.0000
Valle d'Aosta;Cultura e servizi ricreativi;2013;292077800.0000
Valle d'Aosta;Cultura e servizi ricreativi;2014;241449570.0000
Valle d'Aosta;Cultura e servizi ricreativi;2015;216272750.0000
Valle d'Aosta;Cultura e servizi ricreativi;2016;200032110.0000
Valle d'Aosta;Cultura e servizi ricreativi;2017;211701600.0000
Valle d'Aosta;Cultura e servizi ricreativi;2018;187281560.0000
Valle d'Aosta;Cultura e servizi ricreativi;2019;292987540.0000
Valle d'Aosta;Cultura e servizi ricreativi;2020;175885690.0000
Valle d'Aosta;Cultura e servizi ricreativi;2021;159318470.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2000;14099960.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2001;16229430.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2002;10781270.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2003;17220390.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2004;12795870.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2005;12251530.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2006;17181640.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2007;11927440.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2008;12140030.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2009;19315060.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2010;19341040.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2011;15218430.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2012;14055070.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2013;6540330.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2014;5604600.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2015;3328440.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2016;16329410.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2017;13539060.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2018;12820820.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2019;15614710.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2020;9833730.0000
Valle d'Aosta;Edilizia abitativa e urbanistica;2021;9950420.0000
Valle d'Aosta;Sanità;2000;156176510.0000
Valle d'Aosta;Sanità;2001;173107950.0000
Valle d'Aosta;Sanità;2002;187461940.0000
Valle d'Aosta;Sanità;2003;190994130.0000
Valle d'Aosta;Sanità;2004;219639430.0000
Valle d'Aosta;Sanità;2005;212687040.0000
Valle d'Aosta;Sanità;2006;228557550.0000
Valle d'Aosta;Sanità;2007;228740650.0000
Valle d'Aosta;Sanità;2008;243070070.0000
Valle d'Aosta;Sanità;2009;259544530.0000
Valle d'Aosta;Sanità;2010;272248650.0000
Valle d'Aosta;Sanità;2011;260743060.0000
Valle d'Aosta;Sanità;2012;269719310.0000
Valle d'Aosta;Sanità;2013;264967780.0000
Valle d'Aosta;Sanità;2014;263213370.0000
Valle d'Aosta;Sanità;2015;241007940.0000
Valle d'Aosta;Sanità;2016;236491610.0000
Valle d'Aosta;Sanità;2017;234729400.0000
Valle d'Aosta;Sanità;2018;247785360.0000
Valle d'Aosta;Sanità;2019;244601300.0000
Valle d'Aosta;Sanità;2020;268328030.0000
Valle d'Aosta;Sanità;2021;308830060.0000
Valle d'Aosta;Interventi in campo sociale;2000;112623090.0000
Valle d'Aosta;Interventi in campo sociale;2001;100519760.0000
Valle d'Aosta;Interventi in campo sociale;2002;109656410.0000
Valle d'Aosta;Interventi in campo sociale;2003;109243370.0000
Valle d'Aosta;Interventi in campo sociale;2004;110337700.0000
Valle d'Aosta;Interventi in campo sociale;2005;121599930.0000
Valle d'Aosta;Interventi in campo sociale;2006;127432790.0000
Valle d'Aosta;Interventi in campo sociale;2007;137125720.0000
Valle d'Aosta;Interventi in campo sociale;2008;140744250.0000
Valle d'Aosta;Interventi in campo sociale;2009;154930490.0000
Valle d'Aosta;Interventi in campo sociale;2010;154159620.0000
Valle d'Aosta;Interventi in campo sociale;2011;153082090.0000
Valle d'Aosta;Interventi in campo sociale;2012;87762670.0000
Valle d'Aosta;Interventi in campo sociale;2013;89752420.0000
Valle d'Aosta;Interventi in campo sociale;2014;83885510.0000
Valle d'Aosta;Interventi in campo sociale;2015;96311450.0000
Valle d'Aosta;Interventi in campo sociale;2016;102467510.0000
Valle d'Aosta;Interventi in campo sociale;2017;90787500.0000
Valle d'Aosta;Interventi in campo sociale;2018;93022500.0000
Valle d'Aosta;Interventi in campo sociale;2019;97522120.0000
Valle d'Aosta;Interventi in campo sociale;2020;104262240.0000
Valle d'Aosta;Interventi in campo sociale;2021;126270660.0000
Valle d'Aosta;Servizio Idrico Integrato;2000;33264460.0000
Valle d'Aosta;Servizio Idrico Integrato;2001;17951250.0000
Valle d'Aosta;Servizio Idrico Integrato;2002;23614610.0000
Valle d'Aosta;Servizio Idrico Integrato;2003;20336610.0000
Valle d'Aosta;Servizio Idrico Integrato;2004;11097240.0000
Valle d'Aosta;Servizio Idrico Integrato;2005;8713910.0000
Valle d'Aosta;Servizio Idrico Integrato;2006;9050820.0000
Valle d'Aosta;Servizio Idrico Integrato;2007;10510020.0000
Valle d'Aosta;Servizio Idrico Integrato;2008;9475070.0000
Valle d'Aosta;Servizio Idrico Integrato;2009;8366590.0000
Valle d'Aosta;Servizio Idrico Integrato;2010;7461370.0000
Valle d'Aosta;Servizio Idrico Integrato;2011;14155970.0000
Valle d'Aosta;Servizio Idrico Integrato;2012;14083070.0000
Valle d'Aosta;Servizio Idrico Integrato;2013;8708480.0000
Valle d'Aosta;Servizio Idrico Integrato;2014;9574140.0000
Valle d'Aosta;Servizio Idrico Integrato;2015;9629920.0000
Valle d'Aosta;Servizio Idrico Integrato;2016;16535860.0000
Valle d'Aosta;Servizio Idrico Integrato;2017;17022140.0000
Valle d'Aosta;Servizio Idrico Integrato;2018;16377680.0000
Valle d'Aosta;Servizio Idrico Integrato;2019;17550800.0000
